id,target,comment,label,language,dataset,transformation,translation,rtt
23683,Les personnes assurées devraient-elles contribuer davantage aux coûts de la santé (p. ex. en augmentant la franchise minimale)?,"cela ne sert à rien car ne fait pas baisser les coûts de la santé mais les déplace. Il faut baisser les coûts par exemple en diminuant le catalogue de base ou bien en limitant l'utilisation des moyens technologiques ou encore en limitant l'accès directe aux spécialistes.
Concernant les caisses, il me semble que la création d'une caisse maladie fédérale pour les maladies incurables et les maladies orphelines serait une bonne chose.",AGAINST,fr,X-Stance,"Les personnes assurées devraient-elles contribuer moins aux coûts de la santé (p. ex. en diminuant la franchise minimale) car cela baisserait les coûts de la santé et les réduirait. Il faut augmenter les coûts par exemple en élargissant le catalogue de base ou en augmentant l'utilisation des moyens technologiques ou encore en augmentant l'accès direct à des spécialistes.

Concernant les caisses, il me semble que la suppression d'une caisse maladie fédérale pour les maladies incurables et les maladies orphelines serait une mauvaise chose.","Menschen, die versichert sind, sollten möglicherweise weniger zur Gesundheitsausgaben beitragen (z. B. durch eine Senkung der Mindestprämie) da dies die Gesundheitsausgaben senken und reduzieren würde. Man muss die Kosten erhöhen, z. B. indem man den Basis-Katalog erweitert oder die Nutzung von technologischen Mitteln erhöht oder indem man den direkten Zugang zu Fachärzten erhöht.

Bezüglich der Kassen scheint es mir, dass die Schließung einer staatlichen Krankenkasse für unheilbare und elterliche Krankheiten eine schlechte Sache wäre.","Les personnes assurées devraient peut-être contribuer moins aux dépenses de santé (par exemple en réduisant la prime minimale) car cela réduirait et réduirait les dépenses de santé. Il faut augmenter les coûts, par exemple en élargissant le catalogue de base ou en augmentant l'utilisation de moyens technologiques ou en augmentant l'accès direct aux médecins spécialistes.

En ce qui concerne les caisses, je pense que la fermeture d'une caisse d'assurance maladie publique pour des maladies incurables et parentales serait une mauvaise chose."
89274,L'importation facilitée des denrées alimentaires provenant de l'UE (principe du Cassis de Dijon) devrait-elle être exclue?,"Le principe du cassis de Dijon contribue à soulager la pression sur les bas et moyens revenus en faisant baisser certains prix. Parallèlement, cela pousse les producteurs suisses (pas nécessairement compétitifs niveau prix) à se démarquer grâce à la qualité de leurs produits.",AGAINST,fr,X-Stance,Le principe du cassis de Dijon devrait exclure l'importation des denrées alimentaires provenant de l'UE.,Das Prinzip der Dijon-Traube sollte die Einfuhr von Lebensmitteln aus der EU ausschließen.,Le principe de la grappe de Dijon devrait exclure l'importation de denrées alimentaires en provenance de l'UE.
74987,"Seriez-vous favorable à la mise en place d’un service citoyen général obligatoire (service militaire, service civil prolongé ou engagement milicien dans la commune) pour les hommes et les femmes?",Fruaen leisten mit Mutterschaft viel mehr als Männer,AGAINST,fr,X-Stance,"Seriez-vous défavorables à la mise en place d’un service citoyen général obligatoire (service militaire, service civil prolongé ou engagement civil dans la commune) pour les hommes et les femmes.","Wären Sie gegen die Einführung eines obligatorischen allgemeinen Bürgerdienstes (militärischer Dienst, verlängerter Zivildienst oder kommunales Engagement) für Männer und Frauen.","Vous seriez contre l'instauration d'un service civil obligatoire pour les hommes et les femmes (service militaire, service civil prolongé ou engagement communal)."
88708,La politique régionale de la Confédération doit-elle se concentrer davantage sur le développement économique dans les villes et les agglomérations?,"L'objectif de la politique régionale est en principe de soutenir le développement des régions périphériques. On peut tout à fait soutenir les villes et les agglomérations, mais alors il faut le faire avec d'autres instruments ciblés et adaptés et, comme pour la politique régionale, soumettre ces soutiens à des critères de durabilité.",AGAINST,fr,X-Stance,"L'objectif de la politique régionale est en principe de soutenir les régions périphériques. On peut tout à fait soutenir les villes et les agglomérations, mais alors il faut le faire avec d'autres instruments ciblés et adaptés et, comme pour la politique régionale, soumettre ces soutiens à des critères de durabilité.","Das Ziel der regionalen Politik besteht grundsätzlich darin, die Randregionen zu unterstützen. Man kann durchaus die Städte und Agglomerationen unterstützen, aber dann muss man es mit anderen gezielten und angepassten Instrumenten tun und, wie bei der regionalen Politik, diese Unterstützungen an Nachhaltigkeitskriterien unterwerfen.","Le but de la politique régionale consiste en principe à soutenir les régions périphériques. Il est tout à fait possible de soutenir les villes et les agglomérations, mais il faut alors le faire avec d'autres instruments ciblés et adaptés et, comme dans le cas de la politique régionale, soumettre ces aides à des critères de durabilité."
25526,La Confédération devrait-elle accroître son soutien financier à la formation continue et à la reconversion professionnelle?,"Oui. Le drame vécu par les imprimeurs typos, poussés brusquement à passer de la typographie à l'offset et autres techniques informatisées, a révélé une grande irresponsabilité de l'État et des magnats de la branche reconvertie.",FAVOR,fr,X-Stance,"Non, la Confédération devrait réduire son soutien financier à la formation continue et à la reconversion professionnelle.","Nein, die Eidgenossenschaft sollte ihre finanzielle Unterstützung für Weiterbildung und berufliche Umschulung reduzieren.","Non, la Confédération devrait réduire son soutien financier à la formation continue et à la réorientation professionnelle."
81272,Seriez-vous favorable à l'introduction d'un quota de femmes au sein des conseils d'administration et des directions des entreprises cotées en bourse?,Le concept de quota est contraire au principe d'égalité des chances.,AGAINST,fr,X-Stance,Le concept de quota est conforme au principe d'égalité des chances.,Das Konzept des Quotensystems entspricht dem Grundsatz der Chancengleichheit.,Le concept du système de quotas correspond au principe de l'égalité des chances.
46497,"Selon vous, les moyens légaux permettant de recourir à l’analyse ADN lors d’enquêtes devraient-ils être étendus?",Ces deux institutions - justice et police -  avant d'obtenir des moyens supplémentaires d'analyses doivent réformer leurs fonctionnements.,AGAINST,fr,X-Stance,Ces deux institutions - justice et police - devraient avant d'obtenir des moyens supplémentaires d'analyses réformer leurs fonctionnements.,"Diese beiden Institutionen - Justiz und Polizei - sollten, bevor sie zusätzliche Mittel für Analysen erhalten, ihre Funktionsweisen reformieren.","Ces deux institutions - la justice et la police - devraient, avant d'obtenir des fonds supplémentaires pour les analyses, réformer leurs modes de fonctionnement."
41229,"Selon vous, les moyens légaux permettant de recourir à l’analyse ADN lors d’enquêtes devraient-ils être étendus?",C'est une manière d'éviter des erreurs et donc de trouver les réels coupables.,FAVOR,fr,X-Stance,"Selon moi, les moyens légaux permettant de recourir à l'analyse ADN lors d'enquêtes devraient être restreints.","Meiner Meinung nach sollten die rechtlichen Mittel, die es erlauben, bei Ermittlungen auf DNA-Analysen zurückzugreifen, eingeschränkt werden.",Je suis d'avis que les moyens juridiques permettant de recourir aux analyses génétiques lors des enquêtes devraient être restreints.
74522,"Seriez-vous favorable à la mise en place d’un service citoyen général obligatoire (service militaire, service civil prolongé ou engagement milicien dans la commune) pour les hommes et les femmes?","Nous sommes favorables au service civil obligatoire pour toutesn et tous, mais sommes opposé au service militaire obligatoire",AGAINST,fr,X-Stance,"Nous sommes opposés au service civil obligatoire pour tous, mais sommes favorables au service militaire obligatoire.","Wir sind gegen den obligatorischen Zivildienst für alle, aber für den obligatorischen Militärdienst.","Nous sommes contre le service civil obligatoire pour tous, mais pour le service militaire obligatoire."
40509,La Confédération devrait-elle soutenir davantage les énergies renouvelables?,Notamment la production d'énergies renouvelables décentralisées et gérée par des collectivités locales.,FAVOR,fr,X-Stance,Notamment la suppression des énergies renouvelables décentralisées et gérées par des collectivités locales.,"Namentlich die Abschaffung dezentraler erneuerbarer Energien, die von lokalen Behörden verwaltet werden.",Nommément l'abolition des énergies renouvelables décentralisées gérées par les autorités locales.
83136,Seriez-vous favorable à l'introduction d'un quota de femmes au sein des conseils d'administration et des directions des entreprises cotées en bourse?,Il y a d'autres solutions au plafond de verre qui évitent d'étiqueter des personnes selon leur sexe.,AGAINST,fr,X-Stance,Il n'y a pas d'autres solutions au plafond de verre qui évitent d'étiqueter des personnes selon leur sexe.,"Es gibt keine anderen Lösungen für den Glassteig, die verhindern, dass Personen aufgrund ihres Geschlechts etikettiert werden.",Il n'y a pas d'autres solutions pour l'ascenseur en verre qui empêchent que les personnes soient étiquetées en raison de leur sexe.
20228,Une initiative demande que les subsides aux assurances maladie soient conçus de manière à ce que personne n'ait à consacrer plus de dix pour cent de son revenu disponible au paiement des primes. Soutenez-vous cette proposition?,"Je préfère travailler sur les coûts avec des mesures concrêtes, soit au mode de financement de soins (ambulatoire et hospitalier), soit les deux. L’instauration d’indicateurs de performances capable de viser l’efficience est nécessaire au même titre qu’une transparence des coûts au niveau suisse.",AGAINST,fr,X-Stance,"Je préfère ne pas travailler sur les coûts avec des mesures concrêtes, soit au mode de financement de soins, soit les deux.","Ich bevorzuge es nicht, über Kosten mit konkreten Maßnahmen zu arbeiten, sei es im Modus der Finanzierung von Pflege oder beidem.","Je n'aime pas trop travailler sur les coûts avec des mesures concrètes, que ce soit dans le mode de financement de la prise en charge ou les deux."
114714,Un congé parental de 24 semaines doit-il être instauré en plus de l'assurance maternité existante?,"Si l'idée paraît séduisante au 1er abord, son financement paraît difficile à assurer à long terme.",AGAINST,fr,X-Stance,Un congé parental de 24 semaines devrait être instauré en plus de l'assurance maternité existante.,Ein Elternurlaub von 24 Wochen sollte zusätzlich zur bestehenden Mutterschaftsversicherung eingeführt werden.,Un congé parental de 24 semaines devrait être introduit en plus de l'assurance maternité existante.
78417,Êtes-vous favorable à la légalisation du statut des sans-papiers par un octroi collectif et unique de permis de séjour?,Cela créerait une inégalité de traitement par rapport aux migrants qui arrivent en Suisse légalement.,AGAINST,fr,X-Stance,Cela créerait une égalité de traitement par rapport aux migrants qui arrivent en Suisse légalement.,"Das würde eine Gleichbehandlung gegenüber Migranten schaffen, die in der Schweiz legal ankommen.",Cela créerait une égalité de traitement envers les migrants qui arrivent légalement en Suisse.
82345,Le financement des partis ainsi que celui des campagnes pour les élections et les votations devrait-il être complètement transparent?,"Il est juste que les comptes puissent être audités. Par contre, la majorité des Suisses tiennent à rester anonymes dans les causes qu'ils soutiennent.",AGAINST,fr,X-Stance,Le financement des partis ainsi que celui des campagnes pour les élections et les votations devrait être complètement opaque.,Die Finanzierung der Parteien sowie der Kampagnen für Wahlen und Abstimmungen sollte vollständig undurchsichtig sein.,La financement des partis et des campagnes électorales pour les élections et les référendums devrait être entièrement opaque.
81083,Une initiative populaire exige que la surface totale des zones à bâtir en Suisse soit limitée à l’état actuel. Soutenez-vous cette initiative?,Nous devons pouvoir nous adaper à la démographie de notre pays.,AGAINST,fr,X-Stance,Nous devons nous éloigner de la démographie de notre pays.,Wir müssen uns von der Bevölkerungsdynamik unseres Landes entfernen.,Nous devons nous éloigner de la dynamique démographique de notre pays.
74698,"Seriez-vous favorable à la mise en place d’un service citoyen général obligatoire (service militaire, service civil prolongé ou engagement milicien dans la commune) pour les hommes et les femmes?","pour autant qu'il réponde a des besoins réel, et non pour ne servir à rien",FAVOR,fr,X-Stance,"Pour autant qu'il ne réponde à aucun besoin réel, et pour servir à rien.",Solange er keinem wirklichen Bedarf entspricht und nichts nützt.,Tant qu'il ne répond pas à un véritable besoin et ne sert à rien.
54379,L'introduction du vote électronique lors des votations et des élections (E-Voting) devrait-elle être poursuivie?,Pas tant qu'il n'existe pas de solution 100% sûre. Une perte de confiance serait trop préjudiciable.,AGAINST,fr,X-Stance,L'introduction du vote électronique lors des votations et des élections devrait être poursuivie une fois qu'une solution 100% sûre a été trouvée.,"Die Einführung des elektronischen Votings bei Abstimmungen und Wahlen sollte fortgesetzt werden, sobald eine 100% sichere Lösung gefunden wurde.",L'introduction du vote électronique lors des élections et des référendums devrait être poursuivie dès que la solution 100 % sûre aura été trouvée.
84990,La naturalisation devrait-elle être facilitée aux étrangers de la troisième génération?,les étrangers nés en Suisse devraient pouvoir bénéficier d'une présomption d'intégration. Mais cette naturalisation devrait intervenir avant la 18ème année.,FAVOR,fr,X-Stance,Les étrangers nés en Suisse ne devraient pas bénéficier d'une présomption d'intégration. Mais cette naturalisation devrait intervenir après la 18ème année.,"Ausländer, die in der Schweiz geboren sind, sollten nicht von einer Annahme der Integration profitieren. Diese Einbürgerung sollte jedoch nach dem 18. Lebensjahr erfolgen.",Les étrangers nés en Suisse ne devraient pas bénéficier de l'acceptation de l'intégration. Cette naturalisation devrait toutefois avoir lieu après l'âge de 18 ans.
45147,Les personnes assurées devraient-elles contribuer davantage aux coûts de la santé (p. ex. en augmentant la franchise minimale)?,"Les coûts de la santé ne doivent pas augmenter. Une solution pour diminuer ces coûts serait d'empêcher certains patients d'aller toutes les deux semaines chez le médecin. 
Un médecin n'est pas un psychologue et ne devrait être consulté qu'en cas de réel problème.",AGAINST,fr,X-Stance,"Les personnes assurées devraient-elles contribuer moins aux coûts de la santé (p. ex. en diminuant la franchise minimale)? 
Une solution pour augmenter ces coûts serait d'autoriser certains patients à consulter un médecin toutes les deux semaines. 
Un médecin est un psychologue et devrait être consulté pour tout problème.","Sollten Versicherte weniger zur Gesundheitsausgaben beitragen (z. B. indem sie die Mindestprämie senken)?
Eine Lösung, um diese Kosten zu erhöhen, wäre es, einige Patienten zu erlauben, alle zwei Wochen einen Arzt aufzusuchen.
Ein Arzt ist ein Psychologe und sollte bei allen Problemen konsultiert werden.","Les assurés devraient-ils contribuer moins aux dépenses de santé (par exemple en réduisant la prime minimale)?
Une solution pour augmenter ces coûts serait de permettre à certains patients de consulter un médecin toutes les deux semaines.
Un médecin est un psychologue et devrait être consulté pour tous les problèmes."
25502,Une initiative souhaite donner à la Confédération plus de compétences pour prendre des mesures permettant la diminution des coûts de la santé (introduction d'un frein aux coûts). Êtes-vous en faveur de cette proposition?,"Un des moyens de diminuer les coûts de la santé est de diminué les problèmes de santé liés à la pollution de l'air, de l'eau et des tous les produits de consommations (cosmétiques et alimentaire) et de promouvoir l'alimentation saine et l'activité sportive. Les mesures nécessaires seraient, par exemple, Favoriser l'agriculture biologique de manière nationale, augmenter les moyens de mobilité durables, et encourager les entreprises à être le plus écologiques.",FAVOR,fr,X-Stance,"Un des moyens de diminuer les coûts de la santé est de promouvoir les problèmes de santé liés à la pollution de l'air, de l'eau et des tous les produits de consommations (cosmétiques et alimentaire) et de réduire l'alimentation saine et l'activité sportive. Les mesures nécessaires seraient, par exemple, Réduire l'agriculture biologique de manière nationale, diminuer les moyens de mobilité durables, et décourager les entreprises à être le moins écologiques.","Eine Möglichkeit, die Gesundheitskosten zu reduzieren, besteht darin, gesundheitliche Probleme aufgrund von Luftverschmutzung, Wasserverschmutzung und allen Konsumgütern (Kosmetik und Lebensmittel) zu fördern und gesunde Ernährung und körperliche Aktivität zu reduzieren. Die notwendigen Maßnahmen wären beispielsweise die Reduzierung der biologischen Landwirtschaft auf nationaler Ebene, die Reduzierung nachhaltiger Mobilitätsmittel und die Verhinderung von Unternehmen, die am wenigsten umweltfreundlich sind.","Une façon de réduire les coûts de santé est de promouvoir les problèmes de santé dus à la pollution de l'air, à la pollution de l'eau et à tous les biens de consommation (cosmétiques et aliments) et de réduire l'alimentation saine et l'activité physique. Les mesures nécessaires seraient par exemple la réduction de l'agriculture biologique au niveau national, la réduction des moyens de transport durables et l'interdiction des entreprises qui sont les moins respectueuses de l'environnement."
47675,La Confédération devrait-elle accroître son soutien financier à la formation continue et à la reconversion professionnelle?,"Les travailleurs d'un certain âge doivent avoir la possibilité de se reconvertir professionnellement! On pense à la numérisation, à la disparition de certains métiers.",FAVOR,fr,X-Stance,Les travailleurs d'un certain âge ne doivent pas avoir la possibilité de se reconvertir professionnellement.,"Arbeiter im fortgeschrittenen Alter sollten nicht die Möglichkeit haben, sich beruflich neu zu orientieren.",Les travailleurs âgés avancés ne devraient pas avoir la possibilité de se réorienter professionnellement.
41604,Une initiative souhaite donner à la Confédération plus de compétences pour prendre des mesures permettant la diminution des coûts de la santé (introduction d'un frein aux coûts). Êtes-vous en faveur de cette proposition?,"Si il s’agit notamment de diminuer le coût des médicaments, y compris les génériques, souvent trois fois plus chers que dans les pays limitrophes, il n’y a aucune hésitation à avoir. Il y a aussi la valorisation du rôle du médecin de famille qui peut procéder à une première évaluation de l’état du patient. Pour diminuer les couts de la santé c’est tout une batterie de mesures qu’il faut déployer et pas toujours au détriment des médecins, ni de la qualité des soins.",FAVOR,fr,X-Stance,"Si il s'agit notamment d'augmenter le coût des médicaments, y compris les génériques, souvent trois fois plus chers que dans les pays limitrophes, il n'y a aucune hésitation à avoir. Il n'y a pas de valorisation du rôle du médecin de famille qui peut procéder à une première évaluation de l’état du patient. Pour augmenter les couts de la santé c’est tout une batterie de mesures qu’il faut déployer et toujours au détriment des médecins, ni de la qualité des soins.","Wenn es sich insbesondere um die Erhöhung der Kosten für Medikamente, einschließlich Generika, handelt, die oft dreimal teurer sind als in den angrenzenden Ländern, besteht keine Bedenken. Es gibt keine Wertschätzung für die Rolle des Hausarztes, der eine erste Bewertung des Gesundheitszustands des Patienten durchführen kann. Um die Gesundheitskosten zu erhöhen, müssen eine ganze Reihe von Maßnahmen ergriffen werden, und das immer zum Nachteil der Ärzte, weder der Qualität der Versorgung.","Si l'on parle en particulier de l'augmentation des coûts des médicaments, y compris les génériques, qui sont souvent trois fois plus chers que dans les pays voisins, il n'y a aucune crainte. Il n'y a aucune considération pour le rôle du médecin de famille, qui peut effectuer une première évaluation de l'état de santé du patient. Pour augmenter les coûts de santé, il faut prendre toute une série de mesures, et ce toujours au détriment des médecins, ni de la qualité de la prise en charge."
72087,Les décisions de la Cour européenne des droits de l’homme (CrEDH) sont contraignantes pour la Suisse. Trouvez-vous cela juste?,Les droits humains sont des droits fondamentaux. Ils doivent être universellement respectés. Qui serions-nous pour abriter autant d'institutions internationales mais refuser de nous conformer à la CEDH?,FAVOR,fr,X-Stance,Les décisions de la Cour européenne des droits de l’homme (CrEDH) ne sont pas contraignantes pour la Suisse.,Die Entscheidungen des Europäischen Gerichtshofs für Menschenrechte (EGMR) sind für die Schweiz nicht bindend.,Les décisions du Tribunal européen des droits de l'homme (TEDH) ne sont pas contraignantes pour la Suisse.
46062,Approuveriez-vous le principe du consentement présumé pour le don d’organes?,Le corps d'un défunt n'est pas présumé appartenir à l'Etat. Le consentement éclairé doit être explicite à chaque fois qu'il s'agit de matériel humain.,AGAINST,fr,X-Stance,Le corps d'un défunt est présumé appartenir à l'État.,Der Leichnam eines Toten wird als Eigentum des Staates angesehen.,Le corps d'un mort est considéré comme un bien appartenant à l'État.
22203,Le financement des partis ainsi que celui des campagnes pour les élections et les votations devrait-il être transparent?,"Oui, absolument. Cela permettrait de dévoiler quel intérêts les partis bourgeois défendent.

Spoiler : Ce sont ceux du 1 % le plus riche de la population suisse.",FAVOR,fr,X-Stance,"Non, absolument. Cela permettrait de cacher les intérêts des partis bourgeois.","Nein, ganz bestimmt. Das würde die Interessen der bürgerlichen Parteien verbergen.","Non, absolument pas. Cela cacherait les intérêts des partis bourgeois."
18099,Une initiative souhaite donner à la Confédération plus de compétences pour prendre des mesures permettant la diminution des coûts de la santé (introduction d'un frein aux coûts). Êtes-vous en faveur de cette proposition?,"Pour autant que cela ne se fasse pas au détriment de la qualité de prestation de soin, ni aux détriments des patients.",FAVOR,fr,X-Stance,"Pour autant que cela ne se fasse pas au détriment de la qualité de la prestation de soin, ni des avantages des patients.",Solange dies nicht zu Lasten der Qualität der Gesundheitsversorgung oder der Vorteile der Patienten geht.,Tant que cela ne porte pas préjudice à la qualité de la prestation de soins ou aux avantages pour les patients.
124891,Seriez-vous favorables à un plan hospitalier national qui pourrait également mener à la fermeture de certains hôpitaux?,"De trop nombreux hôpitaux ont déjà été fermé ou des services démentelés, forçant dans certaines situations les patients à couvrir de longues distances pour obtenir les soins ou traitements auxquels ils ont droit. Par exemple la fermeture de nombreuses maternités en Suisse romande.",AGAINST,fr,X-Stance,Seriez-vous défavorables à un plan hospitalier national qui pourrait également mener à la fermeture de certains hôpitaux?,"Wären Sie gegen einen nationalen Krankenhausplan, der auch zur Schließung einiger Krankenhäuser führen könnte?",Êtes-vous contre un plan national de hôpitaux qui pourrait également conduire à la fermeture de certains hôpitaux?
41194,La Confédération devrait-elle soutenir davantage les étrangères et étrangers dans leur intégration?,Il faut aider tous ceux qui veulent s'intégrer pour la paix de chacun.,FAVOR,fr,X-Stance,Il faut exclure tous ceux qui veulent s'intégrer pour la paix de chacun.,"Man muss alle ausschließen, die sich für den Frieden von jedem einbinden wollen.",Il faut exclure tous ceux qui veulent s'engager pour la paix de n'importe qui.
25395,La Confédération devrait-elle accroître son soutien financier à la formation continue et à la reconversion professionnelle?,Il est nécessaire de donner à nos citoyen-ne-s les moyens de rester compétitifs dans notre société en perpétuelle évolution.,FAVOR,fr,X-Stance,La Confédération devrait réduire son soutien financier à la formation continue et à la reconversion professionnelle.,Die Konföderation sollte ihre finanzielle Unterstützung für Weiterbildung und berufliche Umschulung reduzieren.,La Confédération devrait réduire son soutien financier à la formation continue et à la réorientation professionnelle.
76558,"Seriez-vous favorable à la mise en place d’un service citoyen général obligatoire (service militaire, service civil prolongé ou engagement milicien dans la commune) pour les hommes et les femmes?","Entièrement au choix: service militaire ou protection civile ou service civil, et en Suissse ou à l'étranger.
Völlig zur Wahl: Militär oder Zivilschutz oder Zivildienst, in der Schweiz oder im Ausland).",FAVOR,fr,X-Stance,"Non, je suis contre la mise en place d'un service citoyen général obligatoire (service militaire, service civil prolongé ou engagement milicien dans la commune) pour les hommes et les femmes.","Nein, ich bin gegen die Einführung eines allgemeinen Bürgerdienstes (Militärdienst, verlängerter Freiwilligendienst oder kommunale Wehrpflicht) für Männer und Frauen.","Non, je suis contre l'introduction d'un service civique général (service militaire, service volontaire prolongé ou service national obligatoire) pour les hommes et les femmes."
111515,Les permis de séjour des migrants et migrantes non ressortissants des Etats membres de l’UE/AELE devraient-ils être obligatoirement liés au respect de la Convention d’intégration?,"Dans les faits, les permis de séjour sont liés à une intégration réussie (ou en cours). La Convention d'intégration au sens formel ne constitue qu'un élément permettant d'évaluer l'intégration effective d'un migrant.",FAVOR,fr,X-Stance,Les permis de séjour des migrants et migrantes non ressortissants des Etats membres de l’UE/AELE ne devraient pas être obligatoirement liés au respect de la Convention d’intégration.,"Die Aufenthaltsgenehmigungen von Migranten und Migrantinnen, die keine Staatsangehörigen der Mitgliedstaaten der EU/AELE sind, sollten nicht zwingend an die Einhaltung der Integrationskonvention gebunden sein.",Les permis de séjour des migrants et des migrantes qui n'ont pas la nationalité d'un État membre de l'UE/AELE ne devraient pas nécessairement être liés à l'observation de la convention sur l'intégration.
40493,Êtes-vous favorable à une hausse de l'âge de la retraite (p. ex. à 67 ans)?,"Au contraire, je suis favorable à une diminution de l'âge de la retraite à 60 ans pour toutes et tous.",AGAINST,fr,X-Stance,Je suis favorable à une hausse de l'âge de la retraite à 67 ans pour toutes et tous.,Ich bin für eine Erhöhung des Rentenalters auf 67 Jahre für alle.,Je suis en faveur d'une augmentation de l'âge de la retraite à 67 ans pour tous.
80584,Les décisions de la Cour européenne des droits de l’homme (CrEDH) sont contraignantes pour la Suisse. Trouvez-vous cela juste?,Les autorités suisses devraient toutefois faire preuve parfois de moins de zèle et de juridisme excessif à vouloir appliquer de manière anticipée la jurisprudence européenne.,FAVOR,fr,X-Stance,Les autorités suisses devraient parfois faire preuve de zèle et de juridisme excessif pour éviter d'appliquer de manière anticipée la jurisprudence européenne.,"Die Schweizer Behörden sollten manchmal zügellos und übertrieben gesetzestreu sein, um die europäische Rechtsprechung vorauseilend anzuwenden zu vermeiden.",Les autorités suisses devraient parfois être désordonnées et excessivement respectueuses de la loi pour éviter d'appliquer la jurisprudence européenne en avance.
32503,"Une vaccination obligatoire des enfants, basée sur le plan de vaccination suisse, devrait-elle être instaurée?","La production des vaccins actuels se fait de plus en plus fréquemment par l'adjonction de produits toxiques comme l'aluminium, par ailleurs totalement inutile. En fait, derrière les vaccins se cachent des enjeux commerciaux énormes, au point de pouvoir manipuler les choix publics en matière de santé. Il est prioritaire d'amener plus de transparence dans les processus décisionnels.",AGAINST,fr,X-Stance,"La production des vaccins actuels se fait de moins en moins fréquemment par l'adjonction de produits toxiques comme l'aluminium, par ailleurs entièrement utile. En fait, derrière les vaccins se cachent des enjeux commerciaux modérés, au point de ne pas pouvoir manipuler les choix publics en matière de santé. Il est secondaire l'amener moins de transparence dans les processus décisionnels.","Die Produktion der aktuellen Impfstoffe erfolgt immer seltener durch die Zugabe von giftigen Produkten wie Aluminium, das ansonsten völlig nützlich ist. Tatsächlich verbergen sich hinter den Impfstoffen moderate kommerzielle Interessen, so dass es nicht möglich ist, die öffentlichen Gesundheitsentscheidungen zu manipulieren. Es ist zweitrangig, die Transparenz in den Entscheidungsprozessen zu erhöhen.","La production des vaccins actuels se fait de moins en moins par l'ajout de produits toxiques tels que l'aluminium, qui est en fait tout à fait utile. En fait, derrière les vaccins se cachent des intérêts commerciaux modérés, de sorte qu'il n'est pas possible de manipuler les décisions publiques en matière de santé. Il est secondaire d'augmenter la transparence dans les processus de décision."
72598,"Les traitements médicaux par méthodes complémentaires (alternative) doivent-ils continuer à être pris en charge, après 2017, par l’assurance maladie obligatoire (LAMal)?","Les médecines complémentaires/alternatives  sont essentielles pour un système de santé efficace, pour de la prévention et des traitements moins lourds, provoquant moins d'effets secondaires.",FAVOR,fr,X-Stance,"Les traitements médicaux par méthodes complémentaires doivent cesser d'être pris en charge, après 2017, par l'assurance maladie obligatoire (LAMal).",Die medizinischen Behandlungen mit ergänzenden Methoden müssen nach 2017 von der obligatorischen Krankenversicherung (LAMal) nicht mehr übernommen werden.,Les traitements médicaux avec des méthodes complémentaires ne doivent plus être pris en charge par l'assurance maladie obligatoire (LAMal) après 2017.
26048,La Confédération devrait-elle soutenir davantage les énergies renouvelables?,La politique de l'arrosoir n'est pas efficace. La Confédération doit soutenir les énergies renouvelables mais il faut trouver les meilleurs moyens pour accélérer la production d'énergies renouvelables,FAVOR,fr,X-Stance,La politique de l'arrosoir est efficace. La Confédération ne doit pas soutenir les énergies renouvelables.,Die Politik des Gießkanneinsatzes ist effektiv. Die Eidgenossenschaft sollte erneuerbare Energien nicht unterstützen.,La politique du jet d'eau est efficace. La Confédération ne devrait pas soutenir les énergies renouvelables.
122424,Les initiatives populaires doivent-elles être invalidées lorsqu'elles dérogent à la convention européenne des droits de l'homme (CEDH)?,"Le système actuel est fondé sur un énorme mensonge: on fait croire au peuple qu'il peut voter sur tout et n'importe quoi, alors que ce n'est pas le cas: le CEDH donne à n'importe quel citoyen le droit de saisir la justice si ses droits fondamentaux sont bafoués, même par un vote populaire. On ment au peuple lorsqu'on lui fait croire qu'il peut déroger à la CEDH à sa guise. Ou alors demandons au peuple s'il veut dénoncer la CEDH, et on verra la réponse!",FAVOR,fr,X-Stance,"Le système actuel est fondé sur un énorme mensonge: on fait croire au peuple qu'il ne peut pas voter sur tout et n'importe quoi, alors que ce n'est pas le cas: le CEDH donne à n'importe quel citoyen le droit de saisir la justice si ses droits fondamentaux sont bafoués, même par un vote populaire. On ne ment pas au peuple lorsqu'on lui fait croire qu'il ne peut pas déroger à la CEDH.","Das derzeitige System basiert auf einem riesigen Betrug: Man lässt das Volk glauben, dass es nicht über alles und alles entscheiden kann, obwohl das nicht der Fall ist: Der ECHR gewährt jedem Bürger das Recht, sich an die Justiz zu wenden, wenn seine Grundrechte verletzt werden, selbst durch eine Volksabstimmung. Man lügt dem Volk nicht, wenn man ihm vorgaukelt, dass es nicht über die ECHR hinausgehen kann.","Le système actuel repose sur un immense mensonge : on fait croire au peuple qu'il ne peut pas décider de tout et de tout, alors qu'il ne l'est pas : la CEDH accorde à chaque citoyen le droit de s'adresser à la justice en cas de violation de ses droits fondamentaux, même par le biais d'une votation populaire. On ne ment pas au peuple en lui faisant croire qu'il ne peut pas aller au-delà de la CEDH."
29100,L'introduction du vote électronique lors des votations et des élections (E-Voting) devrait-elle être poursuivie?,"Je suis pour le principe. Je pense qu'il s'agit d'une méthode d'avenir. Toutefois, la Suisse n'a pas suffisamment mis de moyens pour l'instant pour que cela soit protégé.",AGAINST,fr,X-Stance,Je suis contre l'introduction du vote électronique lors des votations et des élections.,Ich bin gegen die Einführung des elektronischen Votings bei Abstimmungen und Wahlen.,Je suis contre l'introduction du vote électronique lors des élections et des référendums.
